colpushtext_image,colpushtext_image/_alt,link,link/_text,link/_title,colpushtext_link,colpushtext_link/_text,colpushtext_link/_title,jobtitletext_link,jobtitletext_link/_text,jobtitletext_link/_title,name_value,jobinfotext_value_1,label,jobinfotext_value_2,views_value,viewnumber_value,viewnumber_value_numbers,textgraycol_descriptions,whatdowe_label,whatdowe_descriptions,"_PAGE_NUMBER"
"http://images.vietnamworks.com/pictureofcompany/a9/10199200.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/human-resources-manager-58-589911-jd","","","http://www.vietnamworks.com/human-resources-manager-58-589911-jd","Human Resources Manager","","Paradise Cruises & Hotels","Quang Ninh","|","Manager","Posted: 17/08/2015","Views: 1499","1499","Kỹ Năng Giải Quyết Tình Huống Phát Sinh; Hiểu Luật Lao Động; Kỹ Năng Giao Tiếp & Thương Lượng","What do we offer?","Monthly incentive, 13th salary; Insurance; Full paid Public holiday and annual leave","1"
"","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/nhan-vien-phong-hanh-chinh-nhan-su-14-594464-jd","Công Ty TNHH Fuji Xerox Hải Phòng","","http://www.vietnamworks.com/nhan-vien-phong-hanh-chinh-nhan-su-14-594464-jd","Nhân Viên Phòng Hành Chính Nhân Sự","","Công Ty TNHH Fuji Xerox Hải Phòng","Hai Phong","|","Experienced (Non-Manager)","Posted: 01/09/2015","Views: 879","879","Hải Phòng; Có Kinh Nghiệm; Nhân Sự","What do we offer?","- Nhân viên được làm việc trong môi trường năng động, trẻ trung.","1"
"http://images.vietnamworks.com/pictureofcompany/e3/10092878.png","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/hrd-supervisor-giam-sat-phong-phat-trien-nguon-luc-1-594417-jd","","","http://www.vietnamworks.com/hrd-supervisor-giam-sat-phong-phat-trien-nguon-luc-1-594417-jd","HRD Supervisor / Giám Sát Phòng Phát Triển Nguồn Lực","","Apparel Far Eastern (vietnam)","Binh Duong, Ho Chi Minh","|","Team Leader/Supervisor","Posted: 31/08/2015","Views: 306","306","- Huấn Luyễn và Đào Tạo; - Quản Lý Nhân Sự, Giao Tiếp; - Tiếng Hoa Nghe, Nói ,đọc ,viết Lưu Loát, Giao Tiếp Tốt và Có Khả Năng Biên Phiên Dịch Tốt","What do we offer?","Ngày nghỉ: Được hưởng 12 ngày phép năm, Tết dương lịch, Tết Âm lịch, Giỗ tổ Hùng Vương, 30/4, Quốc; Phụ cấp khác: Phụ cấp đi lại, nhà trọ, chuyên cần, trợ cấp kỹ năng; Được hưởng 100% BHXH","1"
"http://images.vietnamworks.com/pictureofcompany/67/10144353.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/technical-recruiter-3-594251-jd","","","http://www.vietnamworks.com/technical-recruiter-3-594251-jd","Technical Recruiter","","Misfit Wearables Corporation","Ho Chi Minh","|","Experienced (Non-Manager)","Posted: 31/08/2015","Views: 373","373","Strong Communication; Technical Recruiting","What do we offer?","Personal and professional development opportunities: 1-2 month(s) training at Silicon Valley (US).; Plenty of food, all the time; Subsidies for: cell phone, health/fitness, health insurance","1"
"http://images.vietnamworks.com/pictureofcompany/7b/10218147.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/human-resource-staff-good-english-or-chinese-594230-jd","","","http://www.vietnamworks.com/human-resource-staff-good-english-or-chinese-594230-jd","Human Resource Staff (good English Or Chinese)","","Công Ty TNHH May Mặc Dệt Kim Smart Shirts (Việt Nam)","Ha Noi, Hung Yen","|","Experienced (Non-Manager)","Posted: 31/08/2015","Views: 615","615","English Or Chinese; Human Resources; Recruiting","What do we offer?","Competitive Salary; Social Health and Unemployment Insurance and other benefits under; International working environment","1"
"http://images.vietnamworks.com/pictureofcompany/ed/10128893.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/zhu-huang-v-hr-staff-591223-jd","","","http://www.vietnamworks.com/zhu-huang-v-hr-staff-591223-jd","人事部門スタッフ (HR Staff)","","Asahi Intecc Hanoi Co., Ltd.","Ha Noi","|","Experienced (Non-Manager)","Posted: 22/08/2015","Views: 2133","2133","Report - Data Analysis & Monitoring; Legal Procedures; Training Management","What do we offer?","Diversified benefits (employee commuter, seniority, gender, foreign languages,etc); Promising training abroad programs.; Prominent health insurances (Tokyo Marine insurance).","1"
"http://images.vietnamworks.com/pictureofcompany/15/10094851.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/urgent-nhan-vien-phien-dich-tieng-nhat-phong-hanh-chinh-nhan-su-589708-jd","","","http://www.vietnamworks.com/urgent-nhan-vien-phien-dich-tieng-nhat-phong-hanh-chinh-nhan-su-589708-jd","(**urgent!) Nhân Viên Phiên Dịch Tiếng Nhật-phòng Hành Chính Nhân Sự","","Hamaden Vietnam Co., Ltd","Ha Noi, Hai Duong, Hung Yen","|","Experienced (Non-Manager)","Posted: 14/08/2015","Views: 2388","2388","Thư Ký; Hành Chính Nhân Sự; Biên Phiên Dịch Tiếng Nhật","What do we offer?","Thưởng hàng năm; Du lịch công ty hàng năm; Có xe đưa đón CBCNV từ Hà Nội- Hưng Yên và ngược lại","1"
"http://images.vietnamworks.com/pictureofcompany/3d/10215087.png","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/admin-and-hr-executive-japanese-speaking-593697-jd","","","http://www.vietnamworks.com/admin-and-hr-executive-japanese-speaking-593697-jd","Admin And HR Executive (Japanese Speaking)","","Công Ty TNHH Atech Việt Nam","Ho Chi Minh","|","Experienced (Non-Manager)","Posted: 28/08/2015","Views: 1586","1586","Good Working Knowledge Of Labour/employment Regulations & HR Practices; Good Command Of Japanese and English; Admin And HR Duties","What do we offer?","13th month salary; Modern & friendly working environment","1"
"http://images.vietnamworks.com/pictureofcompany/bc/10186018.png","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/recruitment-executive-26-591671-jd","","","http://www.vietnamworks.com/recruitment-executive-26-591671-jd","Recruitment Executive","","VietnamWorks","Ho Chi Minh","|","Experienced (Non-Manager)","Posted: 21/08/2015","Views: 1190","1190","Recruitment Consultant; - Human Resource; - Recruitment","What do we offer?","Very good Healthcare Plan; Various events and team-building activities; Professional working evironment","1"
"http://images.vietnamworks.com/pictureofcompany/bc/10186018.png","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/sales-manager-252-591653-jd","","","http://www.vietnamworks.com/sales-manager-252-591653-jd","Sales Manager","","VietnamWorks","Ho Chi Minh","|","Manager","Posted: 21/08/2015","Views: 732","732","Business Development; • Target & Result Oriented; - Team Management","What do we offer?","Good Health care program; Great Training opportunities; Frequent Team Building Activities","1"
"http://images.vietnamworks.com/pictureofcompany/86/8926432.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/compensations-and-benefits-specialist-593687-jd","","","http://www.vietnamworks.com/compensations-and-benefits-specialist-593687-jd","Compensations and Benefits Specialist","","Microsoft Mobile (Vietnam) LLC.","Bac Ninh","|","Experienced (Non-Manager)","Posted: 28/08/2015","Views: 656","656","Vietnam Labor Regulations; HR; C&B","What do we offer?","13th salary payment; Laptop for new joiner; Oversea business trip","1"
"http://images.vietnamworks.com/pictureofcompany/bc/10186018.png","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/sales-team-leader-hcm-34-593535-jd","","","http://www.vietnamworks.com/sales-team-leader-hcm-34-593535-jd","Sales Team Leader - HCM","","VietnamWorks","Ho Chi Minh","|","Team Leader/Supervisor","Posted: 27/08/2015","Views: 540","540","Business Development; Team Management; Telesales","What do we offer?","Attractive commission scheme; Very good Healthcare Plan; Great Training opportunities","1"
"http://images.vietnamworks.com/pictureofcompany/7b/10218147.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/hr-manager-competitive-salary-593480-jd","","","http://www.vietnamworks.com/hr-manager-competitive-salary-593480-jd","HR Manager (Competitive Salary)","","Công Ty TNHH Smart Shirts Garments Maufacturing Bảo Minh","Nam Dinh","|","Manager","Posted: 27/08/2015","Views: 400","400","Vietnam Labor Law; Language: English Or Chinese Fluently; HR Manager","What do we offer?","Competitive salary; Fresh and fair working environment","1"
"http://images.vietnamworks.com/pictureofcompany/5c/10130765.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/nhan-vien-hanh-chinh-nhan-su-85-593461-jd","","","http://www.vietnamworks.com/nhan-vien-hanh-chinh-nhan-su-85-593461-jd","Nhân Viên Hành Chính Nhân Sự","","Công Ty Cổ Phần Kovic Vietnam","Ha Noi","|","Experienced (Non-Manager)","Posted: 27/08/2015","Views: 2802","2802","Human Resource; HR & Admin; HR","What do we offer?","Ngoài chế độ tiền lương, được hưởng chế độ phụ cấp như tiền cơm trưa, phụ cấp năng suất làm việc,; Tất cả cán bộ nhân viên ký hợp đồng lao động chính thức đều được hưởng các chế độ BHXH, BHYT, BHTN; Du lịch trong và ngoài nước dành cho nhân viên xuất sắc và gắn bó lâu dài với công ty","1"
"","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/human-resourse-manager-work-in-resort-5-star-phu-quoc-593436-jd","Công Ty TNHH Bất Động Sản Trần Thái","","http://www.vietnamworks.com/human-resourse-manager-work-in-resort-5-star-phu-quoc-593436-jd","Human Resourse Manager ( Work In Resort 5 Star Phu Quoc)","","Công Ty TNHH Bất Động Sản Trần Thái","Kien Giang","|","Team Leader/Supervisor","Posted: 27/08/2015","Views: 311","311","English Must Be Fluent; 2 Years In Recruitment and Training; English Fluency","What do we offer?","Salary 13 months; Professional enviroment work, promotion opportunities; Insurance regime under labor law","1"
"http://images.vietnamworks.com/pictureofcompany/12/9400715.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/advertising-promotion-staff-1-593381-jd","","","http://www.vietnamworks.com/advertising-promotion-staff-1-593381-jd","Advertising & Promotion Staff","","Daikin Air Conditioning (Vietnam) Joint Stock Company","Ho Chi Minh","|","New Grad/Entry Level/Internship","Posted: 27/08/2015","Views: 1562","1562","Media/ Tour and Event Operation; Photoshop (2d); English (writing & Speaking)","What do we offer?","Lương hấp dẫn, lương tháng 13, thưởng thành tích hàng năm; Bảo hiểm tai nạn, khám sức khỏe định kỳ; Cơ hội được đào tạo ở nước ngoài, du lịch hàng năm","1"
"http://images.vietnamworks.com/pictureofcompany/84/10158392.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/truong-phong-hanh-chinh-nhan-su-138-593143-jd","","","http://www.vietnamworks.com/truong-phong-hanh-chinh-nhan-su-138-593143-jd","Trưởng Phòng Hành Chính Nhân Sự","","Goldsun Group","Ha Noi","|","Manager","Posted: 27/08/2015","Views: 888","888","- Khả Năng Làm Việc Dưới Áp Lực Cao.; Kinh Nghiệm Quản Trị Nhân Sự Quy Mô 300 Trở Lên; - Tiếng Anh : Có Khả Năng Sử Dụng Tiếng Anh","What do we offer?","Thưởng các ngày lễ trong năm; - nghỉ phép năm, du lịch, quà tặng sinh nhật; Tham gia các khóa đào tạo trong và ngoài nước","1"
"http://images.vietnamworks.com/pictureofcompany/22/10193026.gif","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/giam-doc-nhan-su-36-590417-jd","","","http://www.vietnamworks.com/giam-doc-nhan-su-36-590417-jd","Giám Đốc Nhân Sự","","Tập Đoàn Tecomen","Ha Noi","|","Director","Posted: 18/08/2015","Views: 1282","1282","CPO; Giám Đốc Nhân Sự; HR Director","What do we offer?","Được mua cổ phần đối với nhân sự cấp cao; Du lịch trong nước cho toàn bộ CBNV; Du lịch nước ngoài cho CBNV xuất sắc hàng năm; Tham gia các khóa học trong và nước ngoài","1"
"http://images.vietnamworks.com/pictureofcompany/e5/7275879.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/chanh-van-phong-truong-thpt-doan-thi-diem-ecopark-592987-jd","","","http://www.vietnamworks.com/chanh-van-phong-truong-thpt-doan-thi-diem-ecopark-592987-jd","Chánh Văn Phòng - Trường THPT Đoàn Thị Điểm Ecopark.","","Công Ty Cổ Phần Đầu Tư Và Phát Triển Đô Thị Việt Hưng (VIHAJICO)","Ha Noi, Hung Yen","|","Manager","Posted: 26/08/2015","Views: 1177","1177","Kỹ Năng Giải Quyết Vấn Đề; Kỹ Năng Đàm Phán, Thuyết Phục; Kỹ Năng Giao Tiếp","What do we offer?","Mức lương: Cạnh tranh, phù hợp với năng lực của người lao động.; Cơ hội được đào tạo trong và ngoài nước để nâng cao nghiệp vụ chuyên môn.; Cơ hội thăng tiến, nâng cao thu nhập cho người có năng lực, tâm huyết và gắn bó lâu dài..","1"
"http://images.vietnamworks.com/pictureofcompany/c2/10091033.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/internship-7-591094-jd","","","http://www.vietnamworks.com/internship-7-591094-jd","Internship","","Bosch Vietnam Co., Ltd. In Dong Nai","Bien Hoa, Dong Nai, Ho Chi Minh","|","New Grad/Entry Level/Internship","Posted: 20/08/2015","Views: 2431","2431","English; Intern At Bosch; Internship","What do we offer?","- Monthly allowance- 1 full paid leave per month- Opportunity to become Bosch associate","1"
"http://images.vietnamworks.com/pictureofcompany/6e/10186539.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/senior-hr-generalist-592661-jd","","","http://www.vietnamworks.com/senior-hr-generalist-592661-jd","Senior HR Generalist","","Epinion Vietnam","Ho Chi Minh","|","Team Leader/Supervisor","Posted: 25/08/2015","Views: 774","774","Training, Payroll; • C & B; * Recruitment - Nhân Sự","What do we offer?","13th month salary + Bonus; extra health insurance; 02 days off on Christmas + Company trip","1"
"http://images.vietnamworks.com/pictureofcompany/eb/5838602.png","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/nhan-vien-tuyen-dung-dao-tao-5-592635-jd","","","http://www.vietnamworks.com/nhan-vien-tuyen-dung-dao-tao-5-592635-jd","Nhân Viên Tuyển Dụng Đào Tạo","","Công Ty TNHH Viettel - CHT (viettel Idc)","Ha Noi","|","Experienced (Non-Manager)","Posted: 25/08/2015","Views: 2526","2526","Đào Tạo; Tuyển Dụng; Quản Trị Nhân Sự","What do we offer?","Được hưởng các chế độ thưởng quý, thưởng năm hấp dẫn; Có cơ hội đi đào tạo ở nước ngoài; Được đóng cổ phần tại các đơn vị trong Tập đoàn Viễn thông Quân đội","1"
"http://images.vietnamworks.com/pictureofcompany/b4/10129341.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/nhan-vien-hanh-chinh-nhan-su-hr-ga-staff-1-591934-jd","","","http://www.vietnamworks.com/nhan-vien-hanh-chinh-nhan-su-hr-ga-staff-1-591934-jd","Nhân Viên Hành Chính Nhân Sự / HR - GA Staff","","Unique Sound Vietnam Ltd., Co.","Hai Duong","|","Experienced (Non-Manager)","Posted: 22/08/2015","Views: 1742","1742","- Thành Thạo Microsoft Word, Powerpoint, Excel,; Hiểu Luật Lao Động; Kỹ Năng Giao Tiếp","What do we offer?","Lương tháng 13; Chương trình chăm sóc sức khỏe cho gia đình và ứng viên; Được nghỉ phép theo quy định công ty","1"
"http://images.vietnamworks.com/pictureofcompany/8b/10154042.png","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/nhan-vien-phong-hanh-chinh-nhan-su-13-590710-jd","","","http://www.vietnamworks.com/nhan-vien-phong-hanh-chinh-nhan-su-13-590710-jd","Nhân Viên Phòng Hành Chính - Nhân Sự","","Công Ty Cổ Phần Casablanca Việt Nam","Ha Noi","|","Experienced (Non-Manager)","Posted: 19/08/2015","Views: 4163","4163","Kinh Nghiệm Chuyên Môn Từ 3 Năm Trở Lên; Nam Giới; Nhan Vien Phong Hanh Chinh - Nhan Su","What do we offer?","Ngoài lương căn bản sẽ có lương xếp loại theo hiệu quả trong tháng ( A,B); Trong năm sẽ được công ty tổ chức đi lễ tết đầu năm, thăm quan du lịch, và đi dã ngoại...","1"
"http://images.vietnamworks.com/pictureofcompany/26/7703603.png","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/human-resource-administration-lead-staff-1-587063-jd","","","http://www.vietnamworks.com/human-resource-administration-lead-staff-1-587063-jd","Human Resource-administration Lead Staff","","Bridgestone Tire Manufacturing Vietnam LLC","Hai Phong","|","Experienced (Non-Manager)","Posted: 05/08/2015","Views: 2089","2089","Manufacturing; Administration; Human Resource","What do we offer?","Bonus 2 times in a year; Friendly working environment; Shuttlebus arranged by company from 7 pick up points of the city","1"
"http://images.vietnamworks.com/pictureofcompany/02/936827.gif","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/nhan-vien-tien-luong-1-1-592299-jd","","","http://www.vietnamworks.com/nhan-vien-tien-luong-1-1-592299-jd","Nhân Viên Tiền Lương","","Orion Food Vina Co,. Ltd","Bac Ninh","|","Experienced (Non-Manager)","Posted: 24/08/2015","Views: 1429","1429","Accountant - Kế Toán; - Human Resource; Salary Calculation","What do we offer?","BH Tai nạn 24/24Thưởng cuối năm, thưởng theo doanh thu","1"
"http://images.vietnamworks.com/pictureofcompany/21/10127288.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/truong-phong-tuyen-dung-4-589950-jd","","","http://www.vietnamworks.com/truong-phong-tuyen-dung-4-589950-jd","Trưởng Phòng Tuyển Dụng","","Công Ty Cồ Phần Tập Đoàn Thái Tuấn","Ho Chi Minh","|","Manager","Posted: 17/08/2015","Views: 1249","1249","- Khả Năng Tham Mưu, Đề Xuất; - Lập Kế Hoạch; - Kỹ Năng Phỏng Vấn, Đánh Giá Ứng Viên","What do we offer?","Lương và thưởng theo năng lực; Cơ hội đào tạo và phát triển theo năng lực; Cã cơ hội tham gia các dự án nhân sự trong chuỗi dự án phát triển hệ thống nhân sự của CTy.","1"
"http://images.vietnamworks.com/pictureofcompany/be/10221086.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/hr-supervisor-18-591104-jd","","","http://www.vietnamworks.com/hr-supervisor-18-591104-jd","HR Supervisor","","Taekwang Vina","Dong Nai, Tien Giang","|","Team Leader/Supervisor","Posted: 20/08/2015","Views: 834","834","- Anh Văn Giao Tiếp Tốt; - Kinh Nghiệm 3 Năm Trở Lên, Trong Lĩnh Vực Tuyển Dụng; - Am Hiểu Luật Lao Động","What do we offer?","Lương trả theo năng lực làm việc, thưởng lương tháng 13 hấp dẫn,; Tham gia bảo hiểm đầy đủ theo qui định nhà nước, du lịch hàng năm, các khóa đào tạo; Nghỉ phép năm theo luật hiện hành, phụ cấp cơm trưa, nhà trọ, xăng xe, tổ chức sinh nhật,","1"
"http://images.vietnamworks.com/pictureofcompany/6a/10208582.png","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/truong-phong-hanh-chinh-nhan-su-132-591390-jd","","","http://www.vietnamworks.com/truong-phong-hanh-chinh-nhan-su-132-591390-jd","Trưởng Phòng Hành Chính Nhân Sự","","Honda Ô Tô Long Biên","Ha Noi","|","Manager","Posted: 20/08/2015","Views: 1718","1718","Human Resource Manager; Hành Chính Nhân Sự; Nhân Sự","What do we offer?","Lương thỏa thuận, phù hợp với năng lực; Hưởng các chế độ về bảo hiểm xã hội theo quy định của Nhà nước; Được tham gia đào tạo trong và ngoài nước","1"
"http://images.vietnamworks.com/pictureofcompany/01/10195058.png","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/chuyen-vien-tu-van-luat-yeu-cau-tieng-anh-591351-jd","","","http://www.vietnamworks.com/chuyen-vien-tu-van-luat-yeu-cau-tieng-anh-591351-jd","Chuyên Viên Tư Vấn Luật- Yêu Cầu Tiếng Anh","","UMG Viet Nam","Ha Noi, Hung Yen","|","Team Leader/Supervisor","Posted: 20/08/2015","Views: 1144","1144","Pháp Lý; Tư Vấn Luật; Am Hiểu Về Pháp Luật","What do we offer?","Thưởng quý, thưởng năm; Bảo hiểm xã hội, bảo hiểm y tế; Có xe đưa đón nhân viên từ Hà Nội đến công ty","1"
"","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/factory-manager-s-secretary-591339-jd","Santomas Vietnam JSC","","http://www.vietnamworks.com/factory-manager-s-secretary-591339-jd","Factory Manager’s SECRETARY","","Santomas Vietnam JSC","Ha Noi","|","Experienced (Non-Manager)","Posted: 20/08/2015","Views: 1557","1557","ISO -9001, ISO 14001; - English - Advanced Level; Secrectary","What do we offer?","Được hưởng mức lương thỏa đáng và cơ hội thăng tiến cho những người có năng lực.; Được tham gia bảo hiểm thân thể 24/24 theo chính sách của Công ty; Công ty có xe đưa đón từ nội thành TP Hà Nội đến Công ty và ngược lại","1"
"http://images.vietnamworks.com/pictureofcompany/ec/10119996.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/recruitment-supervisor-10-591320-jd","","","http://www.vietnamworks.com/recruitment-supervisor-10-591320-jd","Recruitment Supervisor","","Hanes Brands Inc ( Hys)","Ha Noi, Hung Yen","|","Team Leader/Supervisor","Posted: 20/08/2015","Views: 978","978","Human Resources; Supervisor; Recruitment","What do we offer?","We build up talent pipeline at Hanesbrands","1"
"http://images.vietnamworks.com/pictureofcompany/ec/10119996.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/assistant-human-resources-manager-recruitment-591203-jd","","","http://www.vietnamworks.com/assistant-human-resources-manager-recruitment-591203-jd","Assistant Human Resources Manager - Recruitment","","Hanes Brands Inc ( Hys)","Ha Noi, Hung Yen","|","Manager","Posted: 20/08/2015","Views: 1088","1088","Leadership; Recruitment; HR Manager","What do we offer?","We build up talent pipeline at Hanesbrands","1"
"http://images.vietnamworks.com/pictureofcompany/46/10184462.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/recruitment-manager-hcm-hn-office-589232-jd","","","http://www.vietnamworks.com/recruitment-manager-hcm-hn-office-589232-jd","Recruitment Manager - HCM & HN Office","","Harvey Nash Viet Nam","Ha Noi, Ho Chi Minh","|","Manager","Posted: 13/08/2015","Views: 1469","1469","- Customer Service Mind Set; * Recruitment - Nhân Sự","What do we offer?","Training, benefits, bonus, company trip,...","1"
"http://images.vietnamworks.com/pictureofcompany/8d/7930317.gif","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/senior-hr-ga-officer-2-591202-jd","","","http://www.vietnamworks.com/senior-hr-ga-officer-2-591202-jd","Senior HR & GA Officer","","Panasonic Vietnam Co., Ltd","Ho Chi Minh","|","Experienced (Non-Manager)","Posted: 20/08/2015","Views: 1800","1800","Human Resources","What do we offer?","GOOD REMUNERATION PACKAGE","1"
"","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/training-and-development-specialist-1-1-587134-jd","Gameloft","","http://www.vietnamworks.com/training-and-development-specialist-1-1-587134-jd","Training and Development Specialist","","Gameloft","Ho Chi Minh","|","Experienced (Non-Manager)","Posted: 06/08/2015","Views: 1782","1782","Employee Relation; Training & Development Skill; - Human Resource","What do we offer?","Creative workplace with international teams of talents; Exciting challenges and rewarding recognitions; Continuous learning and career growth","1"
"http://images.vietnamworks.com/pictureofcompany/e9/10101518.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/truong-bo-phan-nhan-su-4-591008-jd","","","http://www.vietnamworks.com/truong-bo-phan-nhan-su-4-591008-jd","Trưởng Bộ Phận Nhân Sự","","Công Ty Cổ Phần Đầu Tư Bắc Kỳ","Bac Ninh","|","Team Leader/Supervisor","Posted: 19/08/2015","Views: 996","996","Hành Chính Nhân Sự; Human Resource; HR Supervisor","What do we offer?","• Tiền lương, đãi ngộ hấp dẫn: thỏa thuận theo năng lực & khả năng đóng góp của cá nhân;; • Được làm việc trong một môi trường chuyên nghiệp và năng động.; • Tham gia các chế độ bảo hiểm theo quy định của pháp luật;","1"
"http://images.vietnamworks.com/pictureofcompany/e9/10101518.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/chuyen-vien-nhan-su-c-b-3-591013-jd","","","http://www.vietnamworks.com/chuyen-vien-nhan-su-c-b-3-591013-jd","Chuyên Viên Nhân Sự (C&B)","","Công Ty Cổ Phần Đầu Tư Bắc Kỳ","Bac Ninh","|","Team Leader/Supervisor","Posted: 19/08/2015","Views: 1369","1369","Lương và Phúc Lợi; HR Team Leader; Hành Chính Nhân Sự","What do we offer?","• Tiền lương, đãi ngộ hấp dẫn: thỏa thuận theo năng lực & khả năng đóng góp của cá nhân;; • Được làm việc trong một môi trường chuyên nghiệp và năng động.; • Tham gia các chế độ bảo hiểm theo quy định của pháp luật;","1"
"http://images.vietnamworks.com/pictureofcompany/e9/10101518.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/truong-bo-phan-hanh-chinh-2-591015-jd","","","http://www.vietnamworks.com/truong-bo-phan-hanh-chinh-2-591015-jd","Trưởng Bộ Phận Hành Chính","","Công Ty Cổ Phần Đầu Tư Bắc Kỳ","Bac Ninh","|","Team Leader/Supervisor","Posted: 19/08/2015","Views: 951","951","Quản Lý Hành Chính; Iso, 5s; Hành Chính Nhân Sự","What do we offer?","• Tiền lương, đãi ngộ hấp dẫn: thỏa thuận theo năng lực & khả năng đóng góp của cá nhân;; • Được làm việc trong một môi trường chuyên nghiệp và năng động.; • Tham gia các chế độ bảo hiểm theo quy định của pháp luật;","1"
"http://images.vietnamworks.com/pictureofcompany/21/10163354.jpg","","http://www.vietnamworks.com/jobseekers/checkAuthenticate.php?lang=2","Login to view salary","","http://www.vietnamworks.com/hr-manager-137-590958-jd","","","http://www.vietnamworks.com/hr-manager-137-590958-jd","HR Manager","","Sentifi Vietnam","Ho Chi Minh","|","Manager","Posted: 19/08/2015","Views: 1476","1476","Management & Leadership; - Human Resource","What do we offer?","13th Month salary and other bonuses; Mandatory health insurance, additional premium health insurance (from Generali); Training from international experts","1"
